Product,Price,Quantity,Date
Betta Fish,34.78,10,2024-02-26
Air Pump,91.59,11,2024-01-28
Goldfish,180.08,3,2024-02-25
Aquarium Stand,135.78,3,2024-02-15
Algae Scrubber,93.08,7,2024-02-02
Live Aquarium Plants - Anubias,127.02,9,2024-02-17
Algae Scrubber,62.13,7,2024-09-21
Frozen Bloodworms,55.83,17,2024-04-08
Goldfish,53.7,1,2024-03-02
Aquarium Background,55.07,8,2023-12-15
Cherry Barb,184.83,12,2024-07-14
Driftwood,82.12,15,2024-05-04
Aquarium Background,60.14,3,2023-11-28
Check Valve,41.8,18,2023-12-27
Quarantine Tank,100.54,18,2023-11-06
Otocinclus Catfish,38.83,11,2023-12-08
Fish Tank - 20 Gallon,133.39,2,2024-06-25
Air Stone,185.94,9,2024-05-08
Bacterial Supplement,12.68,6,2024-04-05
pH Adjuster,134.78,4,2024-02-11
Artificial Plants,153.81,18,2024-03-10
Platy,143.83,18,2024-04-15
Aquarium Heater,193.09,7,2024-03-03
Otocinclus Catfish,170.53,2,2023-10-22
Thermometer,188.28,13,2024-07-30
Aquarium Moss,149.31,4,2023-11-14
Frozen Bloodworms,170.2,19,2024-04-09
Gravel Substrate,186.74,13,2024-08-10
Platy,74.49,15,2023-12-23
Aquarium Heater,171.72,15,2024-06-27
Rainbow Shark,149.32,18,2024-06-10
Rainbow Shark,111.91,19,2024-08-30
Fish Tank - 20 Gallon,130.65,15,2024-05-01
Live Aquarium Plants - Amazon Sword,139.93,1,2023-12-20
Ceramic Ornaments,194.31,4,2024-04-23
Frozen Bloodworms,85.61,4,2024-04-19
Aquarium Filter - Medium,81.54,7,2023-11-01
Otocinclus Catfish,79.88,6,2023-09-24
Filter Cartridges,157.09,14,2024-05-27
Fish Food Flakes,64.18,14,2023-10-14
Ammonia Remover,153.75,6,2024-05-01
Brine Shrimp,98.38,3,2023-12-04
Sand Substrate,71.96,14,2024-02-15
Breeding Box,118.5,1,2023-09-30
Molly,114.88,1,2024-07-16
Water Test Kit,187.54,8,2023-11-18
Fish Food Pellets,109.66,11,2023-11-12
Algae Scrubber,146.39,17,2024-05-18
Otocinclus Catfish,62.73,18,2024-03-21
Sand Substrate,186.19,19,2024-03-28
Air Stone,120.17,2,2024-02-06
Water Conditioner,113.04,6,2024-03-08
Fish Tank - 50 Gallon,186.83,19,2023-10-23
Fish Net,17.11,3,2024-01-21
Water Conditioner,77.34,10,2024-01-04
Quarantine Tank,107.75,2,2024-03-14
Algae Wafers,73.67,1,2024-01-15
LED Aquarium Light,44.62,13,2023-12-17
Water Test Kit,81.62,5,2024-07-13
Clown Loach,60.63,15,2024-03-24
Cherry Barb,151.93,9,2023-11-26
Live Aquarium Plants - Amazon Sword,130.38,1,2024-04-23
pH Adjuster,73.09,15,2024-06-22
Gravel Vacuum,55.83,6,2024-05-04
Air Pump,100.95,19,2023-12-17
Live Aquarium Plants - Java Fern,23.69,8,2024-04-06
Breeding Box,171.0,15,2024-06-23
Live Aquarium Plants - Java Fern,168.52,16,2023-12-29
Betta Tank,64.56,6,2023-11-03
Bio Balls,41.67,8,2024-06-27
Gravel Vacuum,70.88,1,2023-10-06
Breeding Box,138.09,9,2024-06-02
Zebra Danio,18.89,6,2023-10-11
Algae Wafers,29.09,13,2023-12-26
Fish Food Flakes,16.42,17,2024-01-11
Otocinclus Catfish,40.88,6,2024-01-18
Aquarium Heater,171.69,3,2024-09-07
Air Pump,156.77,12,2023-11-05
Bio Balls,88.22,4,2023-12-26
Corydoras Catfish,80.36,12,2024-07-31
Cherry Barb,66.02,6,2023-10-29
Live Aquarium Plants - Anubias,128.72,9,2024-01-09
pH Adjuster,96.72,14,2024-04-02
Gravel Substrate,151.48,15,2024-08-19
Bacterial Supplement,101.75,9,2024-09-13
Aquarium Moss,90.9,15,2024-09-10
Aquarium Stand,29.58,10,2024-03-17
Fish Tank - 20 Gallon,25.01,6,2024-07-20
Neon Tetra,126.68,12,2023-10-25
Decorative Rocks,14.69,8,2024-07-17
Aquarium Filter - Medium,134.05,10,2024-01-26
Siamese Algae Eater,108.52,6,2024-05-08
Breeding Box,194.33,11,2024-02-28
Aquarium Filter - Medium,183.03,6,2024-02-12
Fish Food Pellets,73.21,19,2023-11-14
Air Pump,35.61,3,2024-03-16
Filter Cartridges,46.06,3,2024-02-29
Algae Scrubber,105.67,4,2024-04-14
Live Aquarium Plants - Amazon Sword,163.77,11,2023-10-21
Breeding Box,57.35,12,2024-07-21
Fish Tank - 20 Gallon,38.4,20,2023-11-03
Live Aquarium Plants - Java Fern,7.9,3,2024-04-03
Angelfish,134.85,14,2024-02-09
Otocinclus Catfish,192.62,12,2024-07-07
Rainbow Shark,37.88,11,2024-05-30
Corydoras Catfish,172.05,16,2024-09-07
Ammonia Remover,144.71,1,2023-11-09
Fish Net,120.17,19,2024-07-24
Brine Shrimp,162.35,19,2024-08-18
Fish Food Flakes,189.63,10,2023-10-23
Fish Tank - 5 Gallon,85.61,5,2024-05-13
Decorative Rocks,45.64,3,2023-10-22
Gravel Vacuum,80.2,15,2023-12-10
Thermometer,105.74,2,2024-04-03
Aquarium Stand,99.56,14,2024-03-17
Algae Scrubber,115.43,13,2024-05-23
Bio Balls,110.52,9,2024-02-07
Live Aquarium Plants - Amazon Sword,76.86,20,2023-10-23
Fish Tank - 5 Gallon,71.81,2,2024-06-28
Fish Tank - 5 Gallon,109.84,6,2023-11-21
Thermometer,114.6,2,2024-05-21
Driftwood,83.32,9,2024-08-07
Check Valve,18.38,12,2023-11-23
Guppy,64.29,1,2024-09-11
Discus,41.52,19,2024-01-10
Zebra Danio,177.28,4,2024-03-08
Fish Food Pellets,119.61,10,2024-07-03
Betta Tank,183.91,16,2024-01-17
Live Aquarium Plants - Anubias,168.11,18,2024-05-21
Fish Tank - 20 Gallon,189.29,5,2023-12-05
Live Aquarium Plants - Amazon Sword,149.94,15,2024-08-27
Frozen Bloodworms,25.53,7,2024-07-16
Rainbow Shark,76.66,15,2023-11-12
Filter Cartridges,181.07,18,2024-07-22
Fish Tank - 20 Gallon,60.14,5,2024-04-17
Betta Fish,143.49,15,2023-11-01
Discus,17.41,9,2023-10-12
Aquarium Filter - Medium,22.88,10,2024-08-29
Fish Tank - 5 Gallon,118.1,9,2024-09-12
Zebra Danio,169.57,18,2024-04-03
Ammonia Remover,175.52,2,2023-11-11
Algae Wafers,184.69,20,2023-11-17
Zebra Danio,152.22,14,2024-06-14
Aquarium Stand,62.26,3,2024-02-25
Frozen Bloodworms,107.91,4,2024-02-25
Discus,47.39,6,2024-07-27
Fish Tank - 10 Gallon,147.43,20,2023-12-14
Fish Tank - 5 Gallon,57.38,19,2024-04-10
Siamese Algae Eater,43.97,13,2024-01-03
LED Aquarium Light,199.65,2,2024-05-27
Aquarium Filter - Medium,11.05,6,2024-05-24
Aquarium Heater,146.67,3,2024-08-11
Fish Tank - 20 Gallon,86.46,15,2024-04-12
Molly,63.72,8,2024-03-27
Driftwood,197.79,11,2024-01-11
Siamese Algae Eater,36.79,15,2023-11-29
Betta Fish,151.77,3,2024-07-07
Ammonia Remover,134.15,1,2024-02-15
Quarantine Tank,16.24,9,2024-06-01
Sand Substrate,80.0,20,2024-02-06
Algae Control,185.4,12,2024-02-11
Aquarium Filter - Medium,122.24,14,2024-09-09
Fish Net,108.56,15,2024-08-16
Decorative Rocks,139.29,5,2024-05-13
Aquarium Filter - Large,197.59,19,2023-09-30
Aquarium Filter - Large,64.56,13,2024-03-26
Guppy,82.21,10,2023-12-30
Algae Control,118.66,13,2024-07-03
Artificial Plants,94.04,7,2024-06-09
Cherry Barb,190.88,18,2023-10-21
Air Stone,119.94,20,2023-11-24
Fish Food Flakes,119.63,16,2024-08-25
Live Aquarium Plants - Java Fern,70.49,5,2024-01-18
Fish Tank - 10 Gallon,192.48,4,2024-05-15
Filter Cartridges,49.36,19,2024-06-03
Neon Tetra,185.5,17,2024-03-13
Sand Substrate,86.91,1,2024-07-29
Bacterial Supplement,59.82,7,2024-03-06
Siamese Algae Eater,108.41,16,2024-03-31
Goldfish,58.14,6,2024-03-10
Fish Tank - 10 Gallon,94.0,19,2024-02-14
Fish Tank - 20 Gallon,12.7,8,2024-03-08
Betta Tank,162.86,16,2024-03-18
Frozen Bloodworms,62.87,15,2024-08-16
Corydoras Catfish,106.58,11,2024-04-07
Siamese Algae Eater,68.84,2,2024-04-17
Clown Loach,76.04,5,2024-06-16
Algae Control,113.7,7,2024-04-15
Rainbow Shark,77.78,3,2024-03-04
Live Aquarium Plants - Java Fern,150.88,12,2024-09-12
Fish Food Pellets,82.3,14,2023-10-29
Neon Tetra,93.67,19,2023-10-05
Water Test Kit,82.49,13,2023-09-25
Algae Control,143.26,20,2024-06-15
Bio Balls,101.03,11,2024-04-05
Filter Cartridges,146.94,1,2024-04-02
Sand Substrate,93.98,15,2023-10-21
Angelfish,18.64,10,2023-09-23
Aquarium Heater,153.49,19,2024-04-13
Clown Loach,133.48,2,2024-01-05
Bio Balls,8.52,13,2024-06-25
Siamese Algae Eater,14.78,11,2024-02-10
Automatic Fish Feeder,123.93,20,2023-10-31
Filter Cartridges,11.27,7,2024-04-30
LED Aquarium Light,185.22,9,2023-11-04
Aquarium Background,13.38,3,2024-06-21
Check Valve,21.42,13,2024-02-24
Molly,152.5,13,2024-01-16
Bio Balls,39.43,7,2024-09-08
Brine Shrimp,31.93,5,2023-11-21
Fish Food Flakes,17.62,2,2024-05-10
Algae Scrubber,125.72,17,2023-12-07
Otocinclus Catfish,163.27,19,2023-11-13
Ammonia Remover,106.21,7,2024-08-03
Aquarium Heater,96.73,16,2023-10-11
Cherry Barb,154.17,3,2024-06-19
Guppy,135.1,6,2024-02-21
Rainbow Shark,111.81,7,2023-12-24
Breeding Box,86.92,16,2023-11-24
Clown Loach,142.38,1,2024-07-15
Quarantine Tank,77.75,3,2023-12-24
Gravel Vacuum,63.31,10,2024-06-06
Goldfish,111.38,15,2024-08-22
Aquarium Stand,146.21,18,2024-03-23
Algae Wafers,161.3,7,2023-12-20
Sand Substrate,38.95,14,2024-03-07
Frozen Bloodworms,105.43,9,2024-07-24
Air Pump,48.71,9,2024-04-02
Sand Substrate,93.92,19,2023-11-12
Angelfish,7.95,19,2024-09-05
Live Aquarium Plants - Java Fern,117.68,20,2024-03-22
Water Test Kit,194.46,3,2024-01-12
Thermometer,142.79,14,2023-09-28
Gravel Substrate,71.03,9,2024-05-27
Gravel Substrate,91.73,10,2024-09-20
Platy,24.76,17,2023-10-07
LED Aquarium Light,127.25,5,2023-11-11
Automatic Fish Feeder,152.21,14,2024-06-12
Otocinclus Catfish,176.13,2,2024-07-03
Corydoras Catfish,163.62,14,2024-04-30
Zebra Danio,136.7,19,2024-07-04
Aquarium Filter - Medium,86.38,13,2023-11-23
Check Valve,148.07,14,2024-02-04
Siamese Algae Eater,126.39,17,2024-06-14
Live Aquarium Plants - Java Fern,115.41,2,2023-11-26
Zebra Danio,21.9,10,2023-11-09
Quarantine Tank,86.83,11,2024-03-17
Check Valve,130.89,11,2024-02-08
Zebra Danio,89.24,4,2023-11-24
Fish Net,43.74,18,2024-05-25
Filter Cartridges,160.89,15,2024-05-11
Decorative Rocks,109.94,7,2023-11-20
Aquarium Heater,10.54,2,2023-10-17
Frozen Bloodworms,190.65,10,2024-01-31
Angelfish,191.88,12,2023-10-18
Filter Cartridges,139.31,3,2023-10-10
Guppy,47.99,3,2023-10-11
Aquarium Background,106.29,2,2023-12-09
Guppy,104.46,13,2024-06-30
Zebra Danio,68.92,13,2024-05-20
Water Conditioner,196.78,13,2024-02-01
Bio Balls,58.58,19,2024-07-17
pH Adjuster,187.27,6,2024-04-02
Fish Tank - 5 Gallon,31.6,20,2023-12-04
Sand Substrate,147.38,5,2023-10-02
Siamese Algae Eater,30.57,2,2024-04-26
Fish Food Pellets,128.13,3,2024-09-18
Ammonia Remover,84.87,19,2023-11-10
Aquarium Stand,63.66,20,2024-08-12
Ceramic Ornaments,73.47,4,2024-05-05
Thermometer,66.24,9,2024-05-23
Platy,153.13,9,2024-09-02
Guppy,189.11,7,2023-09-24
Aquarium Stand,105.27,17,2023-11-14
Clown Loach,164.53,9,2023-11-16
Ammonia Remover,140.55,7,2024-07-01
Aquarium Background,191.74,1,2023-12-02
Water Conditioner,67.53,8,2024-01-11
Aquarium Stand,176.3,15,2023-10-12
Rainbow Shark,73.9,16,2024-07-12
Siamese Algae Eater,140.97,7,2024-04-20
Bio Balls,54.79,18,2024-04-23
Zebra Danio,170.99,13,2023-09-28
Discus,67.83,9,2024-02-23
Aquarium Filter - Large,159.69,13,2024-04-28
Rainbow Shark,64.41,10,2024-03-14
Sand Substrate,154.67,9,2023-12-08
Artificial Plants,51.73,8,2023-10-11
Artificial Plants,27.62,4,2023-10-30
Algae Scrubber,192.81,1,2024-09-05
Clown Loach,187.22,10,2024-03-28
Algae Control,176.48,9,2023-12-05
Breeding Box,135.55,15,2024-03-10
Neon Tetra,166.08,9,2024-02-26
Water Test Kit,111.45,20,2024-03-17
Gravel Substrate,128.01,5,2023-12-22
Filter Cartridges,86.85,6,2024-06-02
Betta Fish,11.24,16,2024-01-08
Aquarium Filter - Small,186.6,4,2024-02-20
Live Aquarium Plants - Anubias,180.23,10,2024-06-12
Brine Shrimp,66.81,20,2023-09-27
Gravel Substrate,104.77,17,2024-03-16
Check Valve,30.81,10,2023-11-17
Angelfish,81.96,19,2024-06-29
Decorative Rocks,65.56,11,2024-03-07
Fish Tank - 20 Gallon,106.23,13,2024-08-14
Bacterial Supplement,64.57,11,2023-10-02
Bacterial Supplement,186.96,19,2024-09-01
Aquarium Moss,140.62,15,2023-11-03
Rainbow Shark,12.46,7,2024-04-30
Fish Tank - 20 Gallon,99.89,8,2024-01-08
Bio Balls,138.16,8,2024-01-09
Fish Net,29.73,15,2024-05-10
Gravel Substrate,51.99,12,2024-08-14
Molly,12.02,9,2024-07-01
Rainbow Shark,114.14,10,2024-02-06
Neon Tetra,15.53,17,2024-04-13
Live Aquarium Plants - Anubias,195.7,12,2024-06-25
Aquarium Filter - Medium,111.76,3,2024-02-22
Aquarium Heater,166.8,8,2024-06-06
Aquarium Background,184.66,13,2024-05-31
Live Aquarium Plants - Java Fern,182.18,20,2024-07-11
Sand Substrate,23.07,13,2024-07-03
Clown Loach,67.02,10,2024-08-08
Automatic Fish Feeder,157.51,7,2024-02-25
Otocinclus Catfish,45.68,14,2024-02-12
Artificial Plants,135.85,7,2023-11-14
Siamese Algae Eater,68.11,3,2024-08-30
Filter Cartridges,169.93,3,2024-02-21
Otocinclus Catfish,98.05,5,2024-08-28
Goldfish,155.65,15,2024-03-18
Molly,123.27,6,2024-01-13
Siamese Algae Eater,130.14,11,2024-02-28
Goldfish,87.43,4,2024-02-19
Bacterial Supplement,136.55,11,2024-07-13
Algae Scrubber,47.94,20,2024-01-29
Goldfish,151.61,12,2024-07-11
Breeding Box,93.03,18,2023-12-21
Gravel Vacuum,81.62,1,2023-09-25
Frozen Bloodworms,184.5,16,2024-02-23
Breeding Box,94.66,20,2024-05-20
Water Conditioner,143.44,8,2024-01-07
Artificial Plants,140.31,5,2024-02-19
Angelfish,7.52,2,2024-06-18
Discus,117.68,2,2024-05-25
Guppy,10.37,12,2024-05-23
Otocinclus Catfish,45.59,3,2024-06-28
Ceramic Ornaments,80.38,4,2024-07-21
Decorative Rocks,176.99,13,2024-09-10
Aquarium Background,43.49,3,2023-09-27
Water Test Kit,35.18,9,2024-06-12
Quarantine Tank,198.48,12,2024-07-03
Angelfish,21.13,1,2024-03-28
Live Aquarium Plants - Java Fern,112.24,18,2023-12-22
Brine Shrimp,114.73,13,2024-05-09
Rainbow Shark,37.13,17,2024-08-13
Otocinclus Catfish,68.25,3,2024-08-12
Zebra Danio,49.59,8,2024-05-26
LED Aquarium Light,22.43,20,2023-10-10
Aquarium Stand,6.05,16,2024-04-04
Goldfish,59.14,5,2024-01-24
Algae Control,132.94,8,2024-08-26
Goldfish,83.75,15,2024-03-20
Fish Net,7.02,9,2024-05-01
Fish Tank - 20 Gallon,161.86,20,2024-05-08
Filter Cartridges,115.5,8,2024-02-27
Fish Tank - 10 Gallon,105.72,10,2024-06-21
Gravel Substrate,41.5,2,2024-04-16
Aquarium Filter - Small,53.18,7,2024-07-03
Check Valve,79.52,20,2024-01-18
Goldfish,64.3,5,2024-08-09
Fish Tank - 10 Gallon,142.47,16,2024-03-28
Goldfish,28.28,9,2023-12-31
Discus,68.56,20,2023-09-27
Fish Net,188.54,11,2024-06-15
Thermometer,187.94,8,2024-03-24
Bio Balls,152.83,13,2024-02-15
Fish Tank - 10 Gallon,110.33,6,2024-04-09
Algae Scrubber,141.31,4,2024-02-21
Aquarium Filter - Small,45.33,6,2024-06-09
Aquarium Stand,91.19,20,2023-10-01
Clown Loach,42.76,7,2023-10-21
Algae Wafers,152.1,18,2024-07-15
Sand Substrate,92.63,20,2023-10-10
Otocinclus Catfish,50.24,4,2023-11-10
Rainbow Shark,61.4,7,2024-09-20
Live Aquarium Plants - Amazon Sword,88.49,14,2024-07-26
Sand Substrate,97.29,7,2023-10-02
Fish Tank - 5 Gallon,19.45,15,2024-04-25
Platy,35.48,1,2024-09-01
Breeding Box,62.79,15,2024-07-29
Thermometer,169.26,11,2024-02-24
Sand Substrate,80.28,11,2023-12-25
Fish Food Flakes,57.05,1,2024-04-18
Algae Wafers,96.0,3,2024-03-20
Aquarium Filter - Large,103.61,2,2024-01-01
Angelfish,77.66,8,2024-02-28
Automatic Fish Feeder,38.37,10,2024-06-24
Molly,103.96,10,2024-05-30
Siamese Algae Eater,126.19,18,2023-11-08
Rainbow Shark,50.67,4,2024-05-24
Rainbow Shark,31.82,9,2024-04-26
Zebra Danio,87.49,14,2024-07-21
Fish Tank - 10 Gallon,22.22,15,2024-03-20
Air Stone,151.04,20,2024-04-12
Fish Tank - 50 Gallon,181.71,18,2024-08-01
Aquarium Background,138.4,20,2023-12-18
Live Aquarium Plants - Anubias,136.67,20,2024-02-17
Aquarium Filter - Medium,6.48,8,2024-01-07
Molly,153.35,7,2023-10-06
Platy,47.0,8,2023-12-13
Aquarium Moss,69.08,4,2024-03-03
Artificial Plants,163.11,11,2023-10-24
Artificial Plants,46.7,17,2024-01-17
Bacterial Supplement,132.89,20,2024-08-17
Aquarium Background,77.87,3,2023-11-30
Aquarium Stand,75.44,12,2024-03-28
Frozen Bloodworms,175.81,11,2024-08-14
Siamese Algae Eater,104.79,9,2024-06-30
Clown Loach,40.4,11,2023-11-14
Brine Shrimp,124.07,19,2023-11-19
Algae Scrubber,193.75,16,2024-02-14
Platy,72.61,12,2024-06-03
Bio Balls,161.78,10,2024-05-26
Fish Tank - 10 Gallon,159.46,12,2024-06-11
Brine Shrimp,94.56,14,2024-05-19
Ammonia Remover,134.04,12,2024-03-17
Live Aquarium Plants - Java Fern,98.98,12,2024-05-03
Rainbow Shark,180.42,17,2023-12-31
Discus,94.83,19,2023-11-21
Ammonia Remover,81.01,1,2024-04-12
Water Conditioner,153.66,3,2023-12-02
Brine Shrimp,140.55,9,2024-06-04
Otocinclus Catfish,42.18,20,2024-01-12
Algae Scrubber,53.2,15,2024-03-22
Air Pump,53.68,9,2023-10-09
Brine Shrimp,72.01,11,2024-04-24
Artificial Plants,119.96,5,2024-06-11
Check Valve,154.9,18,2024-05-24
Ammonia Remover,151.44,2,2023-12-09
Neon Tetra,22.47,13,2024-08-05
Aquarium Filter - Medium,112.07,12,2024-05-17
Algae Control,47.84,7,2024-04-25
Discus,45.68,3,2023-12-26
Air Pump,6.84,2,2023-12-15
Aquarium Heater,108.96,16,2023-11-01
Goldfish,48.47,7,2024-09-02
Check Valve,186.65,19,2024-07-15
Ammonia Remover,84.35,13,2024-06-13
Algae Control,23.82,4,2024-05-22
Algae Wafers,141.85,17,2024-06-15
Automatic Fish Feeder,124.53,8,2024-03-18
Guppy,71.32,17,2023-12-24
Live Aquarium Plants - Java Fern,189.73,9,2024-04-05
Water Conditioner,32.35,1,2024-05-01
Zebra Danio,165.82,6,2024-05-26
Molly,152.22,14,2024-01-29
Artificial Plants,132.81,7,2024-08-14
pH Adjuster,49.57,2,2024-04-15
Aquarium Filter - Large,96.17,13,2023-11-21
Thermometer,35.17,4,2023-12-14
Live Aquarium Plants - Anubias,34.86,17,2024-09-08
Rainbow Shark,175.97,11,2024-01-17
Driftwood,66.98,15,2024-05-30
Neon Tetra,149.54,14,2024-06-27
Fish Tank - 5 Gallon,103.13,9,2024-04-25
Fish Tank - 10 Gallon,77.29,14,2024-06-02
Aquarium Filter - Medium,74.47,19,2023-12-08
Algae Wafers,144.05,9,2024-03-07
Fish Tank - 50 Gallon,93.16,7,2024-05-01
LED Aquarium Light,111.88,19,2024-08-11
Aquarium Heater,25.43,1,2024-02-01
Rainbow Shark,58.06,17,2023-12-10
Bacterial Supplement,167.91,13,2024-01-04
Filter Cartridges,38.95,14,2024-08-20
Corydoras Catfish,73.82,13,2023-11-28
Gravel Vacuum,153.82,11,2024-01-28
Decorative Rocks,13.05,4,2024-09-04
Air Stone,48.03,19,2024-07-27
Neon Tetra,58.13,9,2024-05-15
Fish Tank - 5 Gallon,85.26,9,2024-03-22
Bacterial Supplement,49.13,9,2024-07-13
Cherry Barb,84.78,5,2024-02-10
Breeding Box,192.8,2,2024-02-21
Frozen Bloodworms,22.3,3,2023-11-02
Ceramic Ornaments,13.93,11,2024-07-15
Otocinclus Catfish,89.85,6,2024-02-09
Aquarium Heater,149.54,15,2024-04-01
LED Aquarium Light,137.49,12,2023-12-19
Live Aquarium Plants - Java Fern,195.01,19,2024-06-22
Aquarium Filter - Large,6.24,11,2024-04-28
Aquarium Stand,151.09,4,2023-10-15
Angelfish,78.03,17,2024-01-21
Fish Tank - 20 Gallon,94.03,7,2023-11-21
Fish Tank - 50 Gallon,113.55,3,2024-01-12
Algae Scrubber,191.88,20,2024-07-03
Decorative Rocks,58.1,15,2024-02-05
Cherry Barb,178.56,6,2024-05-04
Rainbow Shark,29.64,15,2024-02-25
Gravel Substrate,39.83,20,2024-07-22
Breeding Box,130.3,10,2024-08-24
Live Aquarium Plants - Anubias,155.13,12,2023-12-14
Fish Tank - 10 Gallon,17.07,18,2024-08-28
Fish Tank - 20 Gallon,177.73,4,2024-05-23
Check Valve,11.59,14,2023-10-26
Air Pump,65.39,16,2024-06-09
Fish Net,132.51,11,2023-12-12
Ammonia Remover,59.16,13,2023-10-09
Water Test Kit,140.27,6,2023-10-24
Frozen Bloodworms,112.61,4,2024-08-22
Automatic Fish Feeder,53.89,4,2024-01-01
Breeding Box,125.27,19,2023-12-22
Otocinclus Catfish,17.24,10,2024-07-22
Live Aquarium Plants - Anubias,88.86,10,2023-11-15
Brine Shrimp,39.76,7,2023-11-09
Fish Tank - 20 Gallon,112.07,5,2023-12-12
Fish Food Pellets,107.56,7,2024-04-23
Fish Net,26.91,3,2024-09-15
Algae Scrubber,31.79,7,2023-12-30
Quarantine Tank,171.17,4,2024-09-21
Aquarium Heater,98.21,17,2024-02-02
Fish Tank - 5 Gallon,150.04,7,2024-06-07
Aquarium Filter - Medium,7.81,17,2024-03-03
Sand Substrate,163.08,19,2024-02-23
Neon Tetra,120.27,2,2024-06-05
Aquarium Filter - Medium,60.98,10,2024-03-25
Automatic Fish Feeder,21.9,17,2024-09-09
Aquarium Moss,75.96,6,2023-11-14
Automatic Fish Feeder,5.45,15,2023-09-24
Rainbow Shark,98.23,13,2024-01-22
Algae Wafers,6.7,4,2024-01-03
Frozen Bloodworms,87.23,14,2024-08-15
Molly,187.76,1,2024-06-28
Sand Substrate,82.65,6,2024-04-08
Betta Fish,173.49,8,2024-04-20
Otocinclus Catfish,29.57,18,2023-09-24
Air Stone,195.41,2,2023-10-23
Aquarium Background,63.09,20,2024-02-23
Driftwood,128.76,4,2024-03-31
pH Adjuster,72.35,6,2024-01-24
Angelfish,157.2,4,2024-05-18
Aquarium Heater,194.53,4,2023-11-03
Frozen Bloodworms,89.57,3,2023-12-05
Algae Scrubber,197.63,12,2024-09-01
Cherry Barb,118.56,17,2024-06-20
Fish Tank - 50 Gallon,66.73,18,2023-12-18
Algae Control,112.67,11,2024-03-26
Betta Tank,62.79,13,2024-02-20
Thermometer,115.47,14,2024-06-30
Discus,122.81,16,2023-10-17
Algae Scrubber,55.64,7,2024-03-20
Air Stone,111.31,4,2023-10-14
Neon Tetra,51.74,19,2023-10-18
Decorative Rocks,189.59,7,2024-05-18
Frozen Bloodworms,139.22,5,2024-05-20
Driftwood,121.32,20,2023-11-26
Fish Tank - 10 Gallon,194.48,14,2024-05-23
Gravel Vacuum,133.51,19,2023-12-22
pH Adjuster,175.14,4,2024-03-09
Discus,179.71,10,2023-12-11
Fish Net,22.08,14,2024-08-04
Fish Tank - 20 Gallon,14.11,15,2024-06-12
Algae Control,37.12,17,2023-11-13
Aquarium Filter - Medium,26.77,12,2024-03-03
Algae Scrubber,86.61,3,2024-09-19
Goldfish,115.21,17,2024-03-16
Quarantine Tank,29.16,6,2023-10-10
Clown Loach,195.71,8,2024-04-30
Angelfish,183.67,2,2024-06-01
Aquarium Filter - Large,78.7,17,2024-04-17
Live Aquarium Plants - Java Fern,10.46,17,2024-08-31
Frozen Bloodworms,112.01,8,2024-02-02
Aquarium Filter - Medium,182.47,19,2023-12-21
Driftwood,154.92,7,2023-12-29
Aquarium Filter - Medium,108.96,15,2024-08-02
Fish Tank - 5 Gallon,156.0,2,2023-11-07
Platy,131.42,12,2024-04-22
Algae Control,49.93,12,2024-06-24
Fish Tank - 50 Gallon,91.5,19,2024-02-09
Angelfish,99.14,5,2024-04-30
Bio Balls,186.09,8,2024-03-27
Air Stone,155.84,2,2024-01-04
Frozen Bloodworms,133.18,10,2024-02-27
Aquarium Filter - Large,90.48,14,2024-04-30
Filter Cartridges,148.97,15,2024-08-11
Filter Cartridges,181.78,11,2024-07-08
Betta Tank,147.73,6,2024-05-01
Neon Tetra,42.92,12,2024-01-14
